town_name,municipality
Hamer Cl: King Williams Town,buffalo-city-block-9
Head Drv: King Williams Town,buffalo-city-block-9
Innes Str: King Williams Town,buffalo-city-block-9
Jacaranda Rd: King Williams Town,buffalo-city-block-9
Jay Ave: King Williams Town,buffalo-city-block-9
Joubert Str: King Williams Town,buffalo-city-block-9
Kidd Ave: King Williams Town,buffalo-city-block-9
Kings Str: King Williams Town,buffalo-city-block-9
Lonsdale Str: King Williams Town,buffalo-city-block-9
Mcintyre Rd: King Williams Town,buffalo-city-block-9
Mimosa Rd: King Williams Town,buffalo-city-block-9
Newing Rd: King Williams Town,buffalo-city-block-9
Ngwenduna Str: King Williams Town,buffalo-city-block-9
Patricia Pl: King Williams Town,buffalo-city-block-9
Pringle Pl: King Williams Town,buffalo-city-block-9
Radue Str: King Williams Town,buffalo-city-block-9
Ray Radue Str: King Williams Town,buffalo-city-block-9
Roberts Pl: King Williams Town,buffalo-city-block-9
Ross Cres: King Williams Town,buffalo-city-block-9
Salomon Drv: King Williams Town,buffalo-city-block-9
Schoombee Pl: King Williams Town,buffalo-city-block-9
Vanda Cres: King Williams Town,buffalo-city-block-9
Weyer Str: King Williams Town,buffalo-city-block-9
Wilson Pl: King Williams Town,buffalo-city-block-9
Wodehouse Str: King Williams Town,buffalo-city-block-9
Abbotsford,buffalo-city-block-10
Baysville,buffalo-city-block-10
Anderson Rd: Berea,buffalo-city-block-10
Ashlar Cl: Berea,buffalo-city-block-10
Oakhampton Rd: Berea,buffalo-city-block-10
Victoria Cres: Berea,buffalo-city-block-10
Waterford Way: Berea,buffalo-city-block-10
3rd Ave: Berea,buffalo-city-block-10
4th Ave: Berea,buffalo-city-block-10
5th Ave: Berea,buffalo-city-block-10
Bayness Str: Berea,buffalo-city-block-10
Castle Str: Berea,buffalo-city-block-10
Derby Rd: Berea,buffalo-city-block-10
Fitzmaurice Rd: Berea,buffalo-city-block-10
Glaston Str: Berea,buffalo-city-block-10
Goodenough Rd: Berea,buffalo-city-block-10
Greenan Str: Berea,buffalo-city-block-10
Greenwood Str: Berea,buffalo-city-block-10
Jarvis Rd: Berea,buffalo-city-block-10
Latimer Str: Berea,buffalo-city-block-10
Lower Jarvis Rd: Berea,buffalo-city-block-10
Lyon Str: Berea,buffalo-city-block-10
Pearce Str: Berea,buffalo-city-block-10
Quartzite Drv: Berea,buffalo-city-block-10
Scherwitz Rd: Berea,buffalo-city-block-10
Stewart Drv: Berea,buffalo-city-block-10
Suffolk Rd: Berea,buffalo-city-block-10
Tecoma Str: Berea,buffalo-city-block-10
Tottenham Rd: Berea,buffalo-city-block-10
Tweedie Rd: Berea,buffalo-city-block-10
Winkley Str: Berea,buffalo-city-block-10
Bonnie Doon,buffalo-city-block-10
Montrose Ave: Bunkers Hill,buffalo-city-block-10
Dorchester Heights,buffalo-city-block-10
Hemingsway,buffalo-city-block-10
Crosbie Str: Nahoon,buffalo-city-block-10
Beach Rd: Nahoon,buffalo-city-block-10
Princess Alice Drv: Nahoon,buffalo-city-block-10
Stanmore Rd: Nahoon,buffalo-city-block-10
Ascot Rd: Nahoon,buffalo-city-block-10
Derseley Str: Nahoon,buffalo-city-block-10
Drake Rd: Nahoon,buffalo-city-block-10
Kennington Rd: Nahoon,buffalo-city-block-10
May Str: Nahoon,buffalo-city-block-10
Mckenzie Str: Nahoon,buffalo-city-block-10
Old Transkei Rd: Nahoon,buffalo-city-block-10
Schultz Rd: Nahoon,buffalo-city-block-10
Smartt Rd: Nahoon,buffalo-city-block-10
Nahoon Valley,buffalo-city-block-10
Nahoon Valley Park,buffalo-city-block-10
Lower Moore Str: Quigney,buffalo-city-block-10
Court Cres: Quigney,buffalo-city-block-10
Coutts Str: Quigney,buffalo-city-block-10
Eastern Esplanade Str: Quigney,buffalo-city-block-10
Lower John Baillie Rd: Quigney,buffalo-city-block-10
Athlone Str: Selborne,buffalo-city-block-10
Arundel Cres: Stirling,buffalo-city-block-10
Cecil Lloyd Str: Stirling,buffalo-city-block-10
Dunbar Rd: Stirling,buffalo-city-block-10
Roslin Rd: Stirling,buffalo-city-block-10
Lower Devereux Ave: Vincent,buffalo-city-block-10
Alfred Rd: Vincent,buffalo-city-block-10
Brookhurst Gardens Pl: Vincent,buffalo-city-block-10
Hampton Rd: Vincent,buffalo-city-block-10
Hudson Ave: Vincent,buffalo-city-block-10
Oak Hill Ave: Vincent,buffalo-city-block-10
Panarama Pl: Vincent,buffalo-city-block-10
William Ave: Vincent,buffalo-city-block-10
Brownlee Rd: Vincent,buffalo-city-block-10
Chamberlain Rd: Vincent,buffalo-city-block-10
Clifton Park Ave: Vincent,buffalo-city-block-10
Dean Pl: Vincent,buffalo-city-block-10
Dorset Pl: Vincent,buffalo-city-block-10
Dorset Rd: Vincent,buffalo-city-block-10
Durham Rd: Vincent,buffalo-city-block-10
Finnisbury Terrace: Vincent,buffalo-city-block-10
Florence Ave: Vincent,buffalo-city-block-10
Hannah Pl: Vincent,buffalo-city-block-10
Highbury Terrace: Vincent,buffalo-city-block-10
King George Rd: Vincent,buffalo-city-block-10
Linaria Pl: Vincent,buffalo-city-block-10
Lowe Ave: Vincent,buffalo-city-block-10
Lower Vincent Rd: Vincent,buffalo-city-block-10
Pentstemon Pl: Vincent,buffalo-city-block-10
Red House Ave: Vincent,buffalo-city-block-10
Rissling Str: Vincent,buffalo-city-block-10
Sandringham Rd: Vincent,buffalo-city-block-10
Seaforth Rd: Vincent,buffalo-city-block-10
Selborne Pl: Vincent,buffalo-city-block-10
Tranmere Rd: Vincent,buffalo-city-block-10
Upper Linaria Drv: Vincent,buffalo-city-block-10
Albert Rd: King Williams Town,buffalo-city-block-10
Eales Str: King Williams Town,buffalo-city-block-10
Nowers Str: King Williams Town,buffalo-city-block-10
Alamein Cres: King Williams Town,buffalo-city-block-10
Bryson Str: King Williams Town,buffalo-city-block-10
Burton Str: King Williams Town,buffalo-city-block-10
Chamberlain Str: King Williams Town,buffalo-city-block-10
Dainess Pl: King Williams Town,buffalo-city-block-10
Dan Pienaar Ave: King Williams Town,buffalo-city-block-10
Eagan Str: King Williams Town,buffalo-city-block-10
Gerhardi Rd: King Williams Town,buffalo-city-block-10
Joubert Str: King Williams Town,buffalo-city-block-10
Kings Rd: King Williams Town,buffalo-city-block-10
Lukin Rd: King Williams Town,buffalo-city-block-10
Nico Malan Drv: King Williams Town,buffalo-city-block-10
Piet Retief Ave: King Williams Town,buffalo-city-block-10
Queens Rd: King Williams Town,buffalo-city-block-10
Raglan Str: King Williams Town,buffalo-city-block-10
Upper Mount Str: King Williams Town,buffalo-city-block-10
Van Der Zee Cres: King Williams Town,buffalo-city-block-10
East London Cbd,buffalo-city-block-11
Arcadia,buffalo-city-block-11
Egerton Rd: Berea,buffalo-city-block-11
Stewart Drv: Berea,buffalo-city-block-11
Tottenham Rd: Berea,buffalo-city-block-11
Western Pl: Berea,buffalo-city-block-11
2nd Ave: Berea,buffalo-city-block-11
Ashley Rd: Berea,buffalo-city-block-11
Barkly Rd: Berea,buffalo-city-block-11
Bentnick Rd: Berea,buffalo-city-block-11
Berea Terrace: Berea,buffalo-city-block-11
Bright Str: Berea,buffalo-city-block-11
Carter Rd: Berea,buffalo-city-block-11
Chamberlain Rd: Berea,buffalo-city-block-11
Darlington Rd: Berea,buffalo-city-block-11
Davidson Str: Berea,buffalo-city-block-11
Douglas Rd: Berea,buffalo-city-block-11
Duncan Rd: Berea,buffalo-city-block-11
Dwars Str: Berea,buffalo-city-block-11
Kew Rd: Berea,buffalo-city-block-11
Lincoln Rd: Berea,buffalo-city-block-11
Lower Pearce Str: Berea,buffalo-city-block-11
Neal Rd: Berea,buffalo-city-block-11
Oakhill Ave: Berea,buffalo-city-block-11
Salisbury Rd: Berea,buffalo-city-block-11
Sandhurst Rd: Berea,buffalo-city-block-11
Stanton Rd: Berea,buffalo-city-block-11
Stockton Rd: Berea,buffalo-city-block-11
Tindale Rd: Berea,buffalo-city-block-11
Tyrell Rd: Berea,buffalo-city-block-11
Upper Devereux Ave: Berea,buffalo-city-block-11
Upper Frere Rd: Berea,buffalo-city-block-11
Western Ave: Berea,buffalo-city-block-11
Western Lane: Berea,buffalo-city-block-11
Iona Pl: Bunkers Hill,buffalo-city-block-11
Lewis Rd: Bunkers Hill,buffalo-city-block-11
Atherston Dr: Bunkers Hill,buffalo-city-block-11
Glen Eagles Rd: Bunkers Hill,buffalo-city-block-11
Parkin Rd: Bunkers Hill,buffalo-city-block-11
Scheckter Pl: Bunkers Hill,buffalo-city-block-11
The Drive: Bunkers Hill,buffalo-city-block-11
Argyle Str: Cbd,buffalo-city-block-11
Buxton Str: Cbd,buffalo-city-block-11
Gladstone Str: Cbd,buffalo-city-block-11
Lower Oxford Str: Cbd,buffalo-city-block-11
North Str: Cbd,buffalo-city-block-11
Upper Cambridge Str: Cbd,buffalo-city-block-11
Signal Str: Quigney,buffalo-city-block-11
Tennyson Str: Quigney,buffalo-city-block-11
Allenby Rd: Selborne,buffalo-city-block-11
Beatty Rd: Selborne,buffalo-city-block-11
Botha Rd: Selborne,buffalo-city-block-11
Clarendon Rd: Selborne,buffalo-city-block-11
Collingwood Rd: Selborne,buffalo-city-block-11
Crewe Rd: Selborne,buffalo-city-block-11
Dawson Rd: Selborne,buffalo-city-block-11
Gately Rd: Selborne,buffalo-city-block-11
Haig Rd: Selborne,buffalo-city-block-11
Halstead Rd: Selborne,buffalo-city-block-11
Hardy Rd: Selborne,buffalo-city-block-11
Lukin Rd: Selborne,buffalo-city-block-11
Nisper Pl: Selborne,buffalo-city-block-11
Parkview Rd: Selborne,buffalo-city-block-11
Raleigh Rd: Selborne,buffalo-city-block-11
Rawlinson Rd: Selborne,buffalo-city-block-11
Smuts Rd: Selborne,buffalo-city-block-11
St Davids Rd: Selborne,buffalo-city-block-11
Trenchard Rd: Selborne,buffalo-city-block-11
Union Ave: Selborne,buffalo-city-block-11
Fairview Rd: Southernwood,buffalo-city-block-11
Conrads Ave: Southernwood,buffalo-city-block-11
Craig Str: Southernwood,buffalo-city-block-11
De Villiers Str: Southernwood,buffalo-city-block-11
Garden Str: Southernwood,buffalo-city-block-11
Gately Str: Southernwood,buffalo-city-block-11
Gordon Rd: Southernwood,buffalo-city-block-11
Graham Rd: Southernwood,buffalo-city-block-11
Guineafowl Drv: Southernwood,buffalo-city-block-11
Jellicor Str: Southernwood,buffalo-city-block-11
Kloof Terrace: Southernwood,buffalo-city-block-11
Kloof Villas: Southernwood,buffalo-city-block-11
Lower King Str: Southernwood,buffalo-city-block-11
Mcgrath Str: Southernwood,buffalo-city-block-11
Moelwyn Terrace: Southernwood,buffalo-city-block-11
Muir Str: Southernwood,buffalo-city-block-11
Muller Str: Southernwood,buffalo-city-block-11
Nahoon Rd: Southernwood,buffalo-city-block-11
Nahoon View Rd: Southernwood,buffalo-city-block-11
Paley Str: Southernwood,buffalo-city-block-11
Rodney Str: Southernwood,buffalo-city-block-11
Rose Garden Lane: Southernwood,buffalo-city-block-11
St Georges Rd: Southernwood,buffalo-city-block-11
St James Rd: Southernwood,buffalo-city-block-11
St Marks Rd: Southernwood,buffalo-city-block-11
St Peters Rd: Southernwood,buffalo-city-block-11
Stanhope Str: Southernwood,buffalo-city-block-11
Thornburn Terrace: Southernwood,buffalo-city-block-11
Upper Oxford Str: Southernwood,buffalo-city-block-11
Usher Str: Southernwood,buffalo-city-block-11
Valley Rd: Southernwood,buffalo-city-block-11
Vere Rd: Southernwood,buffalo-city-block-11
Weaver Ave: Southernwood,buffalo-city-block-11
Webb Str: Southernwood,buffalo-city-block-11
Wynne Str: Southernwood,buffalo-city-block-11
Lower Epson Rd: Stirling,buffalo-city-block-11
Armadale Rd: Stirling,buffalo-city-block-11
Lower Roslin Rd: Stirling,buffalo-city-block-11
Orion Rd: Stirling,buffalo-city-block-11
Stirling Rd: Stirling,buffalo-city-block-11
Upper Old Transkei Rd: Stirling,buffalo-city-block-11
Zone 1:2:19:20:21:31,buffalo-city-block-12
Phakamisa,buffalo-city-block-12
Zwelitsha,buffalo-city-block-12
Bisho,buffalo-city-block-12
Breidbach,buffalo-city-block-12
Carey Str: Brookville,buffalo-city-block-13
Carrol Str: Brookville,buffalo-city-block-13
Charter Rd: Brookville,buffalo-city-block-13
Cragg Str: Brookville,buffalo-city-block-13
De Wet Str: Brookville,buffalo-city-block-13
Findlay Rd: Brookville,buffalo-city-block-13
Mccallum Rd: Brookville,buffalo-city-block-13
Millitary Rd: Brookville,buffalo-city-block-13
Parker Str: Brookville,buffalo-city-block-13
Van Der Walt Str: Brookville,buffalo-city-block-13
Fort Glamorgan,buffalo-city-block-13
Gately,buffalo-city-block-13
West Bank,buffalo-city-block-13
Brooklyn Rd: Woodbrook,buffalo-city-block-13
Buffalo View Rd: Woodbrook,buffalo-city-block-13
Electron Str: Woodbrook,buffalo-city-block-13
Mercury Rd: Woodbrook,buffalo-city-block-13
Portland Rd: Woodbrook,buffalo-city-block-13
Quadrant Str: Woodbrook,buffalo-city-block-13
Sheffield Rd: Woodbrook,buffalo-city-block-13
Tilbury Rd: Woodbrook,buffalo-city-block-13
Wells Rd: Woodbrook,buffalo-city-block-13
Berlin,buffalo-city-block-14
Dale View,buffalo-city-block-14
Zone 1:2:3,buffalo-city-block-14
Greenfields,buffalo-city-block-15
Mercury Rd: Woodbrook,buffalo-city-block-15
Napier Rd: Woodbrook,buffalo-city-block-15
Dirkie Uys Street: Woodbrook,buffalo-city-block-15
Brooklyn Rd: Woodbrook,buffalo-city-block-15
Willow Park,buffalo-city-block-15
Collondale,buffalo-city-block-15
Airport,buffalo-city-block-15
Eureka,buffalo-city-block-16
Site 54:site 43: Site 38:site 57:site 6: Site 28:site 7: Site 5: Site 49: Site51: Site 63:site 1: Prison:fj Spar: Site 8: Site 11:site 13: Site 25: Site 29:site 3:site 4: Site 34: Fort Jackson,buffalo-city-block-16
Racetrack,buffalo-city-block-17
Nestle,buffalo-city-block-17
Cecilia Makawane,buffalo-city-block-17
Cripple Care,buffalo-city-block-17
Zone 3,buffalo-city-block-17
Zone 7,buffalo-city-block-17
Zone 6,buffalo-city-block-17
Phillip Frame:waverly: Phillip Frame,buffalo-city-block-18
Phillip Frame Road: Chiselhurst,buffalo-city-block-18
Elgin Road: Chiselhurst,buffalo-city-block-18
Laural Street: Chiselhurst,buffalo-city-block-18
Grey Hospital: Grey Hospital,buffalo-city-block-18
Zone 2,buffalo-city-block-18
Zone 3,buffalo-city-block-18
Zone 1,buffalo-city-block-18
Reeston: Reeston,buffalo-city-block-18
Biko Village: Biko Village,buffalo-city-block-18
Da Gamma,buffalo-city-block-18
Inca,buffalo-city-block-18
Blue Rock Crushers,buffalo-city-block-18
Latimers Landing,buffalo-city-block-19
St Pauls Road: Southernwood,buffalo-city-block-19
Buffalo Park Drive: Baysville,buffalo-city-block-19
All Zones: Idz,buffalo-city-block-19
Potsdam East,buffalo-city-block-19
Phakamisa,buffalo-city-block-19
App running on port 3000
Bellville A,city-of-cape-town-area-1
Acacia Park,city-of-cape-town-area-2
Century City,city-of-cape-town-area-2
Joe Slovo Park,city-of-cape-town-area-2
Kensington,city-of-cape-town-area-2
Maitland A,city-of-cape-town-area-2
Milnerton,city-of-cape-town-area-2
Montague Gardens,city-of-cape-town-area-2
Summer Greens,city-of-cape-town-area-2
Sunset Beach,city-of-cape-town-area-2
Somerset West,city-of-cape-town-area-3
Strand,city-of-cape-town-area-3
Mitchells Plain,city-of-cape-town-area-4
Strandfontein,city-of-cape-town-area-4
Philippi,city-of-cape-town-area-5
Claremont,city-of-cape-town-area-5
Crawford,city-of-cape-town-area-5
Hanover Park,city-of-cape-town-area-5
Lansdowne,city-of-cape-town-area-5
Newlands,city-of-cape-town-area-5
Rondebosch,city-of-cape-town-area-5
Wetton,city-of-cape-town-area-5
Bellville B,city-of-cape-town-area-6
Durbanville,city-of-cape-town-area-6
Eversdal,city-of-cape-town-area-6
Kenridge,city-of-cape-town-area-6
Welgemoed,city-of-cape-town-area-6
Bakoven,city-of-cape-town-area-7
Camps Bay,city-of-cape-town-area-7
Cape Town Cbd,city-of-cape-town-area-7
Green Point,city-of-cape-town-area-7
Sea Point,city-of-cape-town-area-7
Cape Point,city-of-cape-town-area-8
Fish Hoek,city-of-cape-town-area-8
Kalk Bay,city-of-cape-town-area-8
Kommetjie,city-of-cape-town-area-8
Lakeside,city-of-cape-town-area-8
Marina Da Gama,city-of-cape-town-area-8
Muizenberg,city-of-cape-town-area-8
Noordhoek,city-of-cape-town-area-8
Ocean View,city-of-cape-town-area-8
Scarborough,city-of-cape-town-area-8
Simon's Town,city-of-cape-town-area-8
Steenberg,city-of-cape-town-area-8
Tokai,city-of-cape-town-area-8
Bonteheuwel,city-of-cape-town-area-9
Epping,city-of-cape-town-area-9
Heideveld,city-of-cape-town-area-9
Langa,city-of-cape-town-area-9
Pinelands,city-of-cape-town-area-9
Thornton,city-of-cape-town-area-9
Brackenfell,city-of-cape-town-area-10
Kraaifontein,city-of-cape-town-area-10
Kuils River,city-of-cape-town-area-10
Vredekloof,city-of-cape-town-area-10
Bergvliet,city-of-cape-town-area-11
Bishopscourt,city-of-cape-town-area-11
Constantia,city-of-cape-town-area-11
Heathfield,city-of-cape-town-area-11
Hout Bay,city-of-cape-town-area-11
Kenilworth,city-of-cape-town-area-11
Meadowridge,city-of-cape-town-area-11
Plumstead,city-of-cape-town-area-11
Retreat,city-of-cape-town-area-11
Wynberg,city-of-cape-town-area-11
Athlone,city-of-cape-town-area-12
Bridgetown,city-of-cape-town-area-12
Gatesville,city-of-cape-town-area-12
Guguletu,city-of-cape-town-area-12
Hazendal,city-of-cape-town-area-12
Kewtown,city-of-cape-town-area-12
Manenberg,city-of-cape-town-area-12
Primrose Park,city-of-cape-town-area-12
Rylands Estate,city-of-cape-town-area-12
Surrey Estate,city-of-cape-town-area-12
Sybrand Park,city-of-cape-town-area-12
Ravensmead,city-of-cape-town-area-13
Edgemead,city-of-cape-town-area-13
Goodwood,city-of-cape-town-area-13
Monte Vista,city-of-cape-town-area-13
Parow,city-of-cape-town-area-13
Plattekloof,city-of-cape-town-area-13
Vasco,city-of-cape-town-area-13
Atlantis,city-of-cape-town-area-14
Bloubergstrand,city-of-cape-town-area-14
Duynefontein,city-of-cape-town-area-14
Mamre,city-of-cape-town-area-14
Melkbos Strand,city-of-cape-town-area-14
Brooklyn,city-of-cape-town-area-15
Maitland B,city-of-cape-town-area-15
Maitland Garden Village,city-of-cape-town-area-15
Mowbray,city-of-cape-town-area-15
Ndabeni,city-of-cape-town-area-15
Observatory,city-of-cape-town-area-15
Paarden Eiland,city-of-cape-town-area-15
Rosebank,city-of-cape-town-area-15
Rugby,city-of-cape-town-area-15
Salt River,city-of-cape-town-area-15
Woodstock,city-of-cape-town-area-15
Mitchells Plain Westridge,city-of-cape-town-area-16
Grassy Park,city-of-cape-town-area-16
Lotus River,city-of-cape-town-area-16
Ottery,city-of-cape-town-area-16
Pelikan Park,city-of-cape-town-area-16
Philippi,city-of-cape-town-area-16
Braam Park,city-power-1
Civic Centre,city-power-1
Constitutional Court,city-power-1
SAPS Hillbrow,city-power-1
Civic Theater,city-power-1
Thuso House,city-power-1
Hillbrow,city-power-1
Lenasia Ext 10,city-power-1
Lenasia Ext 11,city-power-1
Lenasia Ext 13,city-power-1
Lenasia Ext 3,city-power-1
Lenasia Ext 5,city-power-1
Lenasia Ext 7,city-power-1
Lenasia Ext 8,city-power-1
Lenasia Ext 9,city-power-1
Lenasia Extension 2,city-power-1
Lenasia Extension 4,city-power-1
Lenasia Extension 6,city-power-1
Rietfontein AH,city-power-1
Thembelihle,city-power-1
Blairgowrie,city-power-1
Blairgowrie North,city-power-1
Bordeaux,city-power-1
Oerder Park,city-power-1
Aeroton,city-power-1
Booysens,city-power-1
Booysens Reserve,city-power-1
Chrisville,city-power-1
Evans Park,city-power-1
Frampton,city-power-1
Gillview,city-power-1
Glenanda West of Glen Rd,city-power-1
Goldreef City,city-power-1
Mondeor North,city-power-1
Ophirton,city-power-1
Ophirton Ext,city-power-1
Ormonde,city-power-1
Ormonde Ext,city-power-1
Ridgeway North,city-power-1
Robertsham,city-power-1
Robertsham Ext,city-power-1
Southdale,city-power-1
Winchester Hills,city-power-1
Wolhuter,city-power-1
Glenanda North,city-power-1
Berario,city-power-2
Blackheath,city-power-2
Emmarentia,city-power-2
Emmarentia And Ext,city-power-2
Emmerentia North,city-power-2
Emmerentia South,city-power-2
Fairlands,city-power-2
Fairlands West,city-power-2
Franklin Roosevelt Park,city-power-2
Franklin Roosevelt Park Ext 1,city-power-2
Greymont,city-power-2
Linden,city-power-2
Linden East,city-power-2
Linden North,city-power-2
Linden South,city-power-2
Montgomery Park,city-power-2
Northcliff,city-power-2
Northcliff And Exts,city-power-2
Northcliff Ext 12,city-power-2
Northcliff Ext 22,city-power-2
NorthCliff Ext 4,city-power-2
Northcliff Ext 6,city-power-2
Northcliff South,city-power-2
Residale,city-power-2
Residale Ext 6,city-power-2
Waterval Estate,city-power-2
Blairgowrie South,city-power-2
Craighall,city-power-2
Craighall Park,city-power-2
Forest Town,city-power-2
Greenside,city-power-2
Greenside East,city-power-2
Greenside South,city-power-2
Greenside West,city-power-2
Hyde Park,city-power-2
Hyde Park Ext 1,city-power-2
Hyde Park Ext 11,city-power-2
Parkhurst,city-power-2
Parktown North (West),city-power-2
Parkview,city-power-2
Parkwood West,city-power-2
Pine Park,city-power-2
Rothesay Ave,city-power-2
Saxonwold West,city-power-2
Victory Park,city-power-2
Victory Park And Ext,city-power-2
Victory Park 8 And 11,city-power-2
Victory Park Ext 1,city-power-2
Victory Park Ext 2,city-power-2
Victory Park North,city-power-2
Victory Park South,city-power-2
Westcliff Ext,city-power-2
Driefontein,city-power-2
Kensington B,city-power-2
Multi Choice,city-power-2
Ferndale Ext.15,city-power-2
Albertville Ext,city-power-2
Pierneef Park,city-power-2
Willowild,city-power-2
Droste Park,city-power-2
Kazerne,city-power-2
Production Park,city-power-2
Prolecon,city-power-2
Berea,city-power-2
Water Park,city-power-2
Halfway Gardens,city-power-2
Halfway Gardens Ext,city-power-2
Carlswald,city-power-2
Erand Gardens,city-power-2
Hurst Hill,city-power-3
Melville,city-power-3
Newlands,city-power-3
University of Johannesburg (RAU),city-power-3
Auckland Park,city-power-3
Rivasdale,city-power-3
Martindale,city-power-3
Montclare,city-power-3
Newclare,city-power-3
Sophiatown,city-power-3
Triomf,city-power-3
Crosby,city-power-3
Westdene,city-power-3
Boulders,city-power-3
Gallagher Estate,city-power-3
Zonkizizwe,city-power-3
Albertville,city-power-3
Albertville Ext,city-power-3
Albertville Ext 1,city-power-3
Claremont,city-power-3
Coronationville,city-power-3
Helen Joseph Hospital,city-power-3
Northcliff,city-power-3
Westbury,city-power-3
Westbury South,city-power-3
Coronation Hospital,city-power-3
Helen Joseph Hospital (JG Strydom Hospital),city-power-3
Brixton West (Hursthill),city-power-3
Campus Square,city-power-3
Armadale Extension,city-power-3
Georginia (part),city-power-3
Northcliff Extension,city-power-3
Finetown,city-power-3
Kiasha Park,city-power-3
Kiasha Park Ext,city-power-3
Lawley,city-power-3
Migson Manor,city-power-3
Migson Triangle,city-power-3
Unaville,city-power-3
Beverley Gardens,city-power-3
Bryanston,city-power-3
Daniel Brink Park,city-power-3
Ferndale Ext.15,city-power-3
HalfwayHouse,city-power-3
Grand Central Airport,city-power-3
Randjespark,city-power-3
Allen Lakes,city-power-4
Allen Manor,city-power-4
Kibler Heights,city-power-4
Meredale,city-power-4
Meredale Ext,city-power-4
Mondeor,city-power-4
Mondeor Ext,city-power-4
Patlynn AH,city-power-4
South Gate,city-power-4
Suideroord,city-power-4
Barrowdale,city-power-4
New Brighton,city-power-4
Parkmore,city-power-4
SANDHURST,city-power-4
Industria North,city-power-4
Maraisburg,city-power-4
Fleurhof,city-power-4
Robertville,city-power-4
Stormill,city-power-4
Discovery,city-power-4
Florida,city-power-4
Florida CBD,city-power-4
Florida Cliffe,city-power-4
Florida Hills,city-power-4
Florida North,city-power-4
Florida Park,city-power-4
Selwyn,city-power-4
Geluksdal,city-power-4
Lenasia South,city-power-4
Lenasia South Ext 1,city-power-4
Lenasia South Ext 2,city-power-4
Lenasia South Extension 4,city-power-4
Lenasia South Extension 7,city-power-4
Parkmore Extension 1,city-power-4
Bryanston East,city-power-4
River Club,city-power-4
Moodie Hill,city-power-4
Kyalami Hills,city-power-4
Kyalami Park,city-power-4
Kyalami Estates,city-power-4
Kyalami Estates Extension,city-power-4
Allen Lakes,city-power-5
Aspen Hills,city-power-5
Bassonia,city-power-5
Bassonia Rock,city-power-5
Glenvista,city-power-5
Glenvista Ext,city-power-5
Liefde n Vrede,city-power-5
Mulbarton,city-power-5
Rispark AH,city-power-5
Glenanda South,city-power-5
11 Shaft,city-power-5
Breaunanda,city-power-5
Helderkruin,city-power-5
Lewisham,city-power-5
Roodekrans,city-power-5
Roodekrans Ext,city-power-5
Silverfields,city-power-5
WilroPark,city-power-5
MTN Campus,city-power-5
White Ridge,city-power-5
Carenvale,city-power-5
Honey Hills,city-power-5
Horizon,city-power-5
Horizon Park,city-power-5
Horizon View,city-power-5
Ontdekkers Park,city-power-5
Roodepoort North,city-power-5
Kloofendal,city-power-5
Selwyn,city-power-5
Hurlingham,city-power-5
Hurlingham Manor,city-power-5
Hunters Hill A.H,city-power-5
Hyperion,city-power-5
Johannesburg North,city-power-5
Jukskei Park,city-power-5
Jukskei Park: Ext 1:2:3:6:9,city-power-5
Olivedale,city-power-5
Sonneglans,city-power-5
Vandia Grove,city-power-5
Windsorway,city-power-5
Bromhof Ext.66:67:68,city-power-5
Bromhof:Ext 10:11:12:15:22:23:27:30:35:38:46:50:63:64,city-power-5
Ferndale Ext.15,city-power-5
Golden Harvest A.H,city-power-5
Meadowhurst,city-power-5
Meadowhurst A.H,city-power-5
Mill Hill Ext 2,city-power-5
Noordhang Ext 20:23:25:26:29:3:33:36:4:42:44:45:46,city-power-5
Noordhang Ext.49:50:51:54:58:67:7:8,city-power-5
North Riding A.H,city-power-5
North Riding Ext.1:13:16:17:2:20:21:23:26:27:29:30,city-power-5
North Riding Ext.38:4:42:43:46:5:51:53:54:55:59:6:60:61,city-power-5
North Riding Ext.62:63:64:67:69:71:72:73:75:76:79:80:82,city-power-5
North Riding Ext.84:86:91:92:93:94:,city-power-5
City West,city-power-6
Edgardale,city-power-6
Fordsburg,city-power-6
Marshalltown,city-power-6
Newtown,city-power-6
Westgate,city-power-6
Westgate Ext,city-power-6
Founders Hill,city-power-6
Greenstone Hill,city-power-6
Longmeadow,city-power-6
Longmeadow Business Estate,city-power-6
Longmeadow Business Estate Ext,city-power-6
Modderfontein Ext,city-power-6
Thorn Hill,city-power-6
WestField,city-power-6
Westlake View,city-power-6
Westlake View Ext,city-power-6
Longlake,city-power-6
Longlake Ext,city-power-6
Long Lakes,city-power-6
Modderfontein,city-power-6
Sebenza,city-power-6
Glenadrienne,city-power-6
Kya Sand Ext.101,city-power-6
Kya Sand Ext.102,city-power-6
NORTH RIDING ESTATES,city-power-6
NORTH RIDING ESTATES EXT,city-power-6
NORTHGATE,city-power-6
Northgate Ext,city-power-6
Northgate Ext 4,city-power-6
Northriding,city-power-6
Northriding AH,city-power-6
Northriding Ext,city-power-6
Northumberland,city-power-6
Northwold,city-power-6
Northwold Gardens,city-power-6
Northworld Ext,city-power-6
Sharonlea,city-power-6
Sundowner,city-power-6
Sundowner Ext,city-power-6
Sundowner Ext 10,city-power-6
Sundowner Ext 6,city-power-6
Boundry Park,city-power-6
Riverbend,city-power-6
Bushkoppies,city-power-7
Devland,city-power-7
Eldorado Estate,city-power-7
Eldorado Park,city-power-7
Eldorado Park Ext,city-power-7
Eldorado Park Ext 1 And 3,city-power-7
